
1,439023483,9780439023480.0,Suzanne Collins,2008.0,https://images.gr-assets.com/books/1447303603m/2767052.jpg
2,439554934,9780439554930.0,"J.K. Rowling, Mary GrandPré",1997.0,https://images.gr-assets.com/books/1474154022m/3.jpg
3,316015849,9780316015840.0,Stephenie Meyer,2005.0,https://images.gr-assets.com/books/1361039443m/41865.jpg
4,61120081,9780061120080.0,Harper Lee,1960.0,https://images.gr-assets.com/books/1361975680m/2657.jpg
5,743273567,9780743273560.0,F. Scott Fitzgerald,1925.0,https://images.gr-assets.com/books/1490528560m/4671.jpg
6,525478817,9780525478810.0,John Green,2012.0,https://images.gr-assets.com/books/1360206420m/11870085.jpg
7,618260307,9780618260300.0,J.R.R. Tolkien,1937.0,https://images.gr-assets.com/books/1372847500m/5907.jpg
8,316769177,9780316769170.0,J.D. Salinger,1951.0,https://images.gr-assets.com/books/1398034300m/5107.jpg
9,1416524797,9781416524790.0,Dan Brown,2000.0,https://images.gr-assets.com/books/1303390735m/960.jpg
10,679783261,9780679783270.0,Jane Austen,1813.0,https://images.gr-assets.com/books/1320399351m/1885.jpg
11,1594480001,9781594480000.0,Khaled Hosseini,2003.0,https://images.gr-assets.com/books/1484565687m/77203.jpg
12,62024035,9780062024040.0,Veronica Roth,2011.0,https://images.gr-assets.com/books/1328559506m/13335037.jpg
13,451524934,9780451524940.0,"George Orwell, Erich Fromm, Celâl Üster",1949.0,https://images.gr-assets.com/books/1348990566m/5470.jpg
14,452284244,9780452284240.0,George Orwell,1945.0,https://images.gr-assets.com/books/1424037542m/7613.jpg
15,553296981,9780553296980.0,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",1947.0,https://images.gr-assets.com/books/1358276407m/48855.jpg
16,307269752,9780307269750.0,"Stieg Larsson, Reg Keeland",2005.0,https://images.gr-assets.com/books/1327868566m/2429135.jpg
17,439023491,9780439023500.0,Suzanne Collins,2009.0,https://images.gr-assets.com/books/1358273780m/6148028.jpg
18,043965548X,9780439655480.0,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,https://images.gr-assets.com/books/1499277281m/5.jpg
19,618346252,9780618346260.0,J.R.R. Tolkien,1954.0,https://images.gr-assets.com/books/1298411339m/34.jpg
20,439023513,9780439023510.0,Suzanne Collins,2010.0,https://images.gr-assets.com/books/1358275419m/7260188.jpg
21,439358078,9780439358070.0,"J.K. Rowling, Mary GrandPré",2003.0,https://images.gr-assets.com/books/1387141547m/2.jpg
22,316166685,9780316166680.0,Alice Sebold,2002.0,https://images.gr-assets.com/books/1457810586m/12232938.jpg
23,439064864,9780439064870.0,"J.K. Rowling, Mary GrandPré",1998.0,https://images.gr-assets.com/books/1474169725m/15881.jpg
24,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,https://images.gr-assets.com/books/1361482611m/6.jpg
25,545010225,9780545010220.0,"J.K. Rowling, Mary GrandPré",2007.0,https://images.gr-assets.com/books/1474171184m/136251.jpg
26,307277674,9780307277670.0,Dan Brown,2003.0,https://images.gr-assets.com/books/1303252999m/968.jpg
27,439785960,9780439785970.0,"J.K. Rowling, Mary GrandPré",2005.0,https://images.gr-assets.com/books/1361039191m/1.jpg
28,140283331,9780140283330.0,William Golding,1954.0,https://images.gr-assets.com/books/1327869409m/7624.jpg
29,743477111,9780743477120.0,"William Shakespeare, Robert           Jackson",1595.0,https://images.gr-assets.com/books/1327872146m/18135.jpg
30,297859382,9780297859380.0,Gillian Flynn,2012.0,https://images.gr-assets.com/books/1339602131m/8442457.jpg
31,399155341,9780399155340.0,Kathryn Stockett,2009.0,https://images.gr-assets.com/books/1346100365m/4667024.jpg
32,142000671,9780142000670.0,John Steinbeck,1937.0,https://images.gr-assets.com/books/1437235233m/890.jpg
33,739326228,9780739326220.0,Arthur Golden,1997.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
34,1612130291,9781612130290.0,E.L. James,2011.0,https://images.gr-assets.com/books/1385207843m/10818853.jpg
35,61122416,9780061122420.0,"Paulo Coelho, Alan R. Clarke",1988.0,https://images.gr-assets.com/books/1483412266m/865.jpg
36,385732554,9780385732550.0,Lois Lowry,1993.0,https://images.gr-assets.com/books/1342493368m/3636.jpg
37,60764899,9780060764890.0,C.S. Lewis,1950.0,https://images.gr-assets.com/books/1353029077m/100915.jpg
38,965818675,9780965818670.0,Audrey Niffenegger,2003.0,https://images.gr-assets.com/books/1437728815m/14050.jpg
39,553588486,9780553588480.0,George R.R. Martin,1996.0,https://images.gr-assets.com/books/1436732693m/13496.jpg
40,143038419,9780143038410.0,Elizabeth Gilbert,2006.0,https://images.gr-assets.com/books/1503066414m/19501.jpg
41,786838655,9780786838650.0,Rick Riordan,2005.0,https://images.gr-assets.com/books/1400602609m/28187.jpg
42,451529308,9780451529300.0,Louisa May Alcott,1868.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
43,142437204,9780142437210.0,"Charlotte Brontë, Michael Mason",1847.0,https://images.gr-assets.com/books/1327867269m/10210.jpg
44,553816713,9780553816720.0,Nicholas Sparks,1996.0,https://images.gr-assets.com/books/1385738917m/15931.jpg
45,770430074,9780770430080.0,Yann Martel,2001.0,https://images.gr-assets.com/books/1320562005m/4214.jpg
46,1565125606,9781565125600.0,Sara Gruen,2006.0,https://images.gr-assets.com/books/1494428973m/43641.jpg
